,Mobile_name,Colour,Price,Rating,No_of_Ratings,RAM,ROM,Screen_size,Rear_Camera,Front_camera,Battery(mAh),Processor,Brand
419,Realme 6 Pro ,Lightning Orange,18999,4.4,53880,6,128,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
420,Realme X2 ,Pearl White,20999,4.5,43602,8,128,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
421,Realme X2 ,Pearl Blue,17999,4.5,35648,4,64,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
422,Realme X2 ,Pearl Green,22999,4.5,43602,8,256,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
423,Realme X2 ,Pearl Green,17999,4.5,35648,4,64,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
424,Realme X2 ,Pearl White,17999,4.5,35648,4,64,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
425,Realme X2 ,Pearl Blue,20999,4.5,43602,8,128,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
426,Realme X2 ,Pearl White,19999,4.5,21923,6,128,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
427,Realme 6 Pro ,Lightning Orange,19999,4.4,26851,8,128,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
428,Realme X50 Pro ,Rust Red,34999,4.3,439,8,128,16.36,64,32MP,4200,5G PhoneQualcomm Snapdragon 865 ,RealMe
429,Realme X50 Pro ,Moss Green,40999,4.2,77,12,256,16.36,64,32MP,4200,5G PhoneQualcomm Snapdragon 865 ,RealMe
430,Realme C2 ,Diamond Blue,6499,4.4,886443,2,16,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
431,Realme X50 Pro 5G ,Rust Red,40999,4.3,75,12,256,16.36,64,32MP,4200,5G PhoneQualcomm Snapdragon 865 ,RealMe
432,Realme X50 Pro ,Moss Green,34999,4.3,439,8,128,16.36,64,32MP,4200,5G PhoneQualcomm Snapdragon 865 ,RealMe
433,Realme 3 ,Radiant Blue,9499,4.4,447697,3,64,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
434,Realme 2 ,Diamond Blue,9990,4.5,469352,3,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 Octa Core 1.8 GHz ,RealMe
435,Realme 1 ,Diamond Black,10999,4.3,356,6,128,15.24,13,,3410,,RealMe
436,Realme 1 ,Moonlight Silver,10999,,,3,32,15.24,13,,3410,,RealMe
437,Realme 1 ,Moonlight Silver,10990,4.3,356,6,128,15.24,13,,3410,,RealMe
438,Realme 1 ,Diamond Red,10299,4.3,242,4,64,15.24,13,,3410,,RealMe
439,Realme 1 ,Diamond Red,11900,,,3,32,15.24,13,,3410,,RealMe
440,Realme 1 ,Diamond Black,11990,,,3,32,15.24,13,,3410,,RealMe
441,Realme 1 ,Black,10990,4.3,242,4,64,15.24,13,,3410,,RealMe
442,Realme 3 ,Dynamic Black,10499,4.4,170402,4,64,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
443,Realme U1 ,Fiery Gold,8490,4.4,6925,3,32,16.0,13,,3500,,RealMe
444,Realme U1 ,Ambitious Black,8285,4.4,6925,3,32,16.0,13,,3500,,RealMe
445,Realme 2 ,Diamond Blue,11990,4.4,191085,4,64,15.75,13,8MP,4230,Qualcomm Snapdragon 450 Octa Core 1.8 GHz ,RealMe
446,Realme 3 ,Radiant Blue,10499,4.4,170402,4,64,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
447,Realme 3 ,Dynamic Black,9499,4.4,447697,3,64,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
448,Realme 3 ,Dynamic Black,8499,4.4,447697,3,32,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
449,Realme 3 ,Radiant Blue,8499,4.4,447697,3,32,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
450,Realme C2 ,Diamond Black,6499,4.4,886443,2,16,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
451,Realme U1 ,Brave Blue,9826,4.4,1740,4,64,16.0,13,,3500,,RealMe
452,Realme 3 ,Black,10499,4.4,170402,4,64,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
453,Realme 3 ,Black,8499,4.4,447697,3,32,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
454,Realme 3 ,Diamond Red,8499,4.4,447697,3,32,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
455,Realme 3 ,Diamond Red,9499,4.4,170402,4,64,15.8,13,13MP,4230,MediaTek Helio P70 Octa Core 2.1 GHz AI ,RealMe
456,Realme 1 ,Silver,11490,4.3,242,4,64,15.24,13,,3410,,RealMe
457,Realme 1 ,Red,12489,4.3,356,6,128,15.24,13,,3410,,RealMe
458,Realme X ,Polar White,17999,4.5,105092,4,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
459,Realme X2 ,Pearl Blue,19999,4.5,21923,6,128,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
460,Realme 2 ,Diamond Red,9990,4.5,469352,3,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 Octa Core 1.8 GHz ,RealMe
461,Realme 2 ,Diamond Black,9990,4.5,469352,3,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 Octa Core 1.8 GHz ,RealMe
462,Realme 2 ,Diamond Black,11990,4.4,191085,4,64,15.75,13,8MP,4230,Qualcomm Snapdragon 450 Octa Core 1.8 GHz ,RealMe
463,Realme 2 ,Diamond Red,11990,4.4,191085,4,64,15.75,13,8MP,4230,Qualcomm Snapdragon 450 Octa Core 1.8 GHz ,RealMe
464,Realme U1 ,Brave Blue,9444,4.4,6925,3,64,16.0,13,,3500,,RealMe
465,Realme U1 ,Fiery Gold,9999,4.4,6925,3,64,16.0,13,,3500,,RealMe
466,Realme U1 ,Fiery Gold,10399,4.4,1740,4,64,16.0,13,,3500,,RealMe
467,Realme 6 Pro ,Lightning Red,19999,4.4,26851,8,128,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
468,Realme Narzo 10 ,That Blue,11999,4.5,157,4,128,16.51,48,16MP,5000,MediaTek Helio G80 (12 nm) ,Realme
469,Realme Narzo 10 ,That White,11999,4.5,157,4,128,16.51,48,16MP,5000,MediaTek Helio G80 (12 nm) ,Realme
470,Realme Narzo 10 ,That Green,11999,4.5,157,4,128,16.51,48,16MP,5000,MediaTek Helio G80 (12 nm) ,Realme
471,OPPO A5s ,Black,7990,4.3,27398,2,32,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
472,OPPO A5s ,Blue,7990,4.3,27398,2,32,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
473,OPPO A1K ,Red,7990,4.3,11745,2,32,15.49,8,5MP,4000,MediaTek Helio P22 ,Oppo
474,OPPO A1K ,Black,7990,4.3,11745,2,32,15.49,8,5MP,4000,MediaTek Helio P22 ,Oppo
475,OPPO A11K ,Deep Blue,8490,4.2,4135,2,32,15.8,13,5MP,4230,MediaTek Helio P35 Octa Core ,Oppo
476,OPPO A11K ,Flowing Silver,8490,4.2,4135,2,32,15.8,13,5MP,4230,MediaTek Helio P35 Octa Core ,Oppo
477,OPPO A3s ,Purple,8990,4.3,26089,3,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
478,OPPO A12 ,Black,9490,4.3,17806,3,32,15.8,13,5MP,4230,MediaTek Helio P35 ,Oppo
479,OPPO A12 ,Blue,9490,4.3,17806,3,32,15.8,13,5MP,4230,MediaTek Helio P35 ,Oppo
480,OPPO A5s ,Black,9490,4.3,4350,3,32,15.75,13,8MP,4230,MTK MT6765 ,Oppo
481,OPPO A3s ,Purple,9500,4.4,28711,2,16,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
482,OPPO A3s ,Red,9500,4.4,28711,2,16,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
483,OPPO A71 New Edition ,Black,9940,4.4,11887,3,16,13.21,13,5MP,3000,Snapdragon 450 (MSM450) Octa Core 1.8 GHz ,Oppo
484,OPPO A5s ,Black,9990,4.3,20262,4,64,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
485,OPPO A5s ,Blue,9990,4.3,20262,4,64,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
486,OPPO A15 ,Dynamic Black,9990,,,3,32,16.56,13,,4230,,Oppo
487,OPPO A37f ,Grey,10000,4.2,11364,2,16,12.7,8,5MP,2630,Qualcomm Snapdragon 410 Quad Core 1.2GHz ,Oppo
488,OPPO Neo 7 4G ,Black,10000,3.8,2126,1,16,12.7,8,5MP,2420,MediaTek MT6582 ,Oppo
489,OPPO A5 2020 ,Mirror Black,10625,4.4,2593,3,64,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,Oppo
490,OPPO A33 ,Mint Cream,10990,4.7,24,3,32,16.51,13,8MP,5000,Qualcomm Snapdragon 460 ,Oppo
491,OPPO A15 ,Mystery Blue,10990,,,3,32,16.56,13,,4230,,Oppo
492,OPPO A83 ,Champagne,11000,4.2,352,2,16,14.48,13,8MP,3180,MT6763T ,Oppo
493,OPPO A12 ,Black,11490,4.3,5127,4,64,15.8,13,5MP,4230,MediaTek Helio P35 ,Oppo
494,OPPO A12 ,Blue,11490,4.3,5127,4,64,15.8,13,5MP,4230,MediaTek Helio P35 ,Oppo
495,OPPO A5 2020 ,Dazzling White,11599,4.4,2593,3,64,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,Oppo
496,OPPO A5s ,Blue,11900,4.3,4350,3,32,15.75,13,8MP,4230,MTK MT6765 ,Oppo
497,OPPO A31 ,Fantasy White,11990,4.3,9249,6,128,16.51,12,8MP,4230,MediaTek Helio P35 Octa Core ,Oppo
498,OPPO A31 ,Lake Green,11990,4.3,9249,6,128,16.51,12,8MP,4230,MediaTek Helio P35 Octa Core ,Oppo
499,OPPO A31 ,Mystery Black,11990,4.3,9249,6,128,16.51,12,8MP,4230,MediaTek Helio P35 Octa Core ,Oppo
500,OPPO A3s ,Red,12000,4.3,26089,3,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
501,OPPO A37f ,Gold,12000,4.2,11364,2,16,12.7,8,5MP,2630,Qualcomm Snapdragon 410 Quad Core 1.2GHz ,Oppo
502,OPPO F5 Youth ,Gold,12449,4.3,8633,3,32,15.24,13,16MP,3200,MT6763T ,Oppo
503,OPPO A9 ,Marble Green,12490,4.4,1293,4,128,16.59,16,16MP,4020,MTK MT6771V (P70) ,Oppo
504,OPPO A9 ,Fluorite Purple,12490,4.4,1293,4,128,16.59,16,16MP,4020,MTK MT6771V (P70) ,Oppo
505,OPPO A5s ,Green,12490,4.3,20262,4,64,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
506,OPPO A71 ,Black,12500,4.2,1051,3,16,13.21,13,5MP,3000,Mediatek MT6750 Octa Core 1.5 GHz ,Oppo
507,OPPO A71 ,Gold,12500,4.2,1051,3,16,13.21,13,5MP,3000,Mediatek MT6750 Octa Core 1.5 GHz ,Oppo
508,OPPO A5 2020 ,Dazzling White,12599,4.4,6499,4,64,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,Oppo
509,OPPO A52 ,Twilight Black,12990,4.4,18784,4,128,16.51,12,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
510,OPPO A52 ,Stream White,12990,4.4,18784,4,128,16.51,12,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
511,OPPO A5s ,Red,12990,4.3,27398,2,32,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
512,OPPO A5s ,Red,12990,4.3,4350,3,32,15.75,13,8MP,4230,MTK MT6765 ,Oppo
513,OPPO A9 2020 ,Space Purple,12990,4.3,87906,4,128,16.51,48,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
514,OPPO A53 ,Fairy White,12990,4.3,10798,4,64,16.51,13,16MP,5000,Qualcomm Snapdragon 460 ,Oppo
515,OPPO A9 2020 ,Marine Green,12990,4.3,87906,4,128,16.51,48,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
516,OPPO A53 ,Electric Black,12990,4.3,10798,4,64,16.51,13,16MP,5000,Qualcomm Snapdragon 460 ,Oppo
517,OPPO A53 ,Fancy Blue,12990,4.3,10798,4,64,16.51,13,16MP,5000,Qualcomm Snapdragon 460 ,Oppo
518,OPPO A5 ,Diamond Red,13500,4.4,13828,4,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
519,OPPO A57 ,Gold,13500,4.2,7641,3,32,13.21,13,16MP,2900,Qualcomm Snapdragon 435 Octa Core 1.4GHz ,Oppo
520,OPPO A5 2020 ,Mirror Black,13990,4.4,6499,4,64,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,Oppo
521,OPPO A83 ,Red,13990,4.3,9810,4,64,14.48,13,8MP,3180,MT6763T ,Oppo
522,OPPO F15 ,Blazing Blue,14990,4.4,15519,4,128,16.26,48,16MP,4000,MediaTek Helio P70 ,Oppo
523,OPPO F15 ,Unicorn White,14990,4.4,15519,4,128,16.26,48,16MP,4000,MediaTek Helio P70 ,Oppo
524,OPPO F15 ,Lightening Black,14990,4.4,15519,4,128,16.26,48,16MP,4000,MediaTek Helio P70 ,Oppo
525,OPPO A5 ,Diamond Blue,14990,4.4,13828,4,32,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
526,OPPO K1 ,Piano Black,14990,4.4,74483,4,64,16.28,16,25MP,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz ,Oppo
527,OPPO A9 2020 ,Marine Green,14990,4.3,45787,8,128,16.51,48,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
528,OPPO A83 ,Champagne,14995,4.4,1961,3,32,14.48,13,8MP,3180,MT6763T ,Oppo
529,OPPO F3 Plus ,Black,14999,4.3,27270,4,64,15.24,16,16MP,4000,Qualcomm MSM8976 Pro Snapdragon 653 ,Oppo
530,OPPO A3s ,Purple,15000,4.3,17235,4,64,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
531,OPPO A83 ,Blue,15000,4.3,9810,4,64,14.48,13,8MP,3180,MT6763T ,Oppo
532,OPPO A53 ,Electric Black,15490,4.2,2062,6,128,16.51,13,16MP,5000,Qualcomm Snapdragon 460 ,Oppo
533,OPPO A53 ,Fancy Blue,15490,4.2,2062,6,128,16.51,13,16MP,5000,Qualcomm Snapdragon 460 ,Oppo
534,OPPO A53 ,Fairy White,15490,4.2,2062,6,128,16.51,13,16MP,5000,Qualcomm Snapdragon 460 ,Oppo
535,OPPO F5 ,Black,15500,4.4,5755,4,32,15.24,16,20MP,3200,Mediatek MT6763T Octa Core 2.5 GHz ,Oppo
536,OPPO A5s ,Gold,15721,4.3,20262,4,64,15.75,13,8MP,4230,MediaTek Helio P35 ,Oppo
537,OPPO A5 ,Diamond Red,15752,4.4,13828,4,64,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
538,OPPO A5 ,Diamond Blue,15974,4.4,13828,4,64,15.75,13,8MP,4230,Qualcomm Snapdragon 450 ,Oppo
539,OPPO F9 ,Stellar Purple,16000,4.5,40736,4,64,16.0,16,16MP,3500,Mediatek Helio P60 Octacore 2.0 GHz ,Oppo
540,OPPO K1 ,Piano Black,16490,4.3,1667,6,64,16.28,16,25MP,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz ,Oppo
541,OPPO A7 ,Glaze Blue,16990,4.3,2793,3,64,15.75,13,16MP,4230,Qualcomm Snapdragon 450 ,Oppo
542,OPPO A7 ,Glaring Gold,16990,4.3,2793,3,64,15.75,13,16MP,4230,Qualcomm Snapdragon 450 ,Oppo
543,OPPO A52 ,Stream White,16990,4.3,3102,6,128,16.51,12,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
544,OPPO A52 ,Twilight Black,16990,4.3,3102,6,128,16.51,12,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
545,OPPO Reno2 F ,Lake Green,16990,4.4,34131,6,256,16.51,48,16MP,4000,MediaTek Helio P70 ,Oppo
546,OPPO F11 Pro ,Thunder Black,16990,4.5,124,6,64,16.51,48,16MP,4000,MediaTek Helio P70 Octa Core 2.1 GHz ,Oppo
547,OPPO F17 ,Dynamic Orange,16990,4.3,1634,6,128,16.36,16,16MP,4015,Qualcomm Snapdragon 662 ,Oppo
548,OPPO F17 ,Classic Silver,16990,4.3,1634,6,128,16.36,16,16MP,4015,Qualcomm Snapdragon 662 ,Oppo
549,OPPO F17 ,Navy Blue,16990,4.3,1634,6,128,16.36,16,16MP,4015,Qualcomm Snapdragon 662 ,Oppo
550,OPPO A52 ,Stream White,16999,,,8,128,16.51,12,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
551,OPPO F3 Deepika Padukone Limited Edition ,Rose Gold,17000,4.3,257,4,64,13.97,13,16MP,3200,Mediatek MT6750T Octa Core 1.5 GHz ,Oppo
552,OPPO F15 ,Unicorn White,17690,4.4,18073,8,128,16.26,48,16MP,4000,MediaTek Helio P70 ,Oppo
553,OPPO F9 ,Mist Black,17890,4.5,40736,4,64,16.0,16,16MP,3500,Mediatek Helio P60 Octacore 2.0 GHz ,Oppo
554,OPPO K1 ,Astral Blue,17990,4.4,74483,4,64,16.28,16,25MP,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz ,Oppo
555,OPPO F3 ,Rose Gold,18000,4.3,52573,4,64,13.97,13,16MP,3200,Mediatek MT6750T ,Oppo
556,OPPO F3 ,Gold,18000,4.3,52573,4,64,13.97,13,16MP,3200,Mediatek MT6750T Octa Core 1.5GHz ,Oppo
557,OPPO K1 ,Astral Blue,18041,4.3,1667,6,64,16.28,16,25MP,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz ,Oppo
558,OPPO A7 ,Glaze Blue,18802,4.4,19852,4,64,15.75,13,16MP,4230,Qualcomm Snapdragon 450 ,Oppo
559,OPPO F5 ,Gold,18900,4.4,5755,4,32,15.24,16,20MP,3200,Mediatek MT6763T Octa Core 2.5 GHz ,Oppo
560,OPPO A7 ,Glaring Gold,18949,4.4,19852,4,64,15.75,13,16MP,4230,Qualcomm Snapdragon 450 ,Oppo
561,OPPO A9 2020 ,Space Purple,18949,4.3,45787,8,128,16.51,48,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
562,OPPO F15 ,Blazing Blue,18990,4.4,18073,8,128,16.26,48,16MP,4000,MediaTek Helio P70 ,Oppo
563,OPPO A9 2020 ,Vanilla Mint,18990,4.3,45787,8,128,16.56,48,16MP,5000,Qualcomm Snapdragon 665 ,Oppo
564,OPPO F17 ,Navy Blue,18990,4.3,250,8,128,16.36,16,16MP,4015,Qualcomm Snapdragon 662 ,Oppo
565,OPPO F17 ,Dynamic Orange,18990,4.3,250,8,128,16.36,16,16MP,4015,Qualcomm Snapdragon 662 ,Oppo
566,OPPO F9 Pro ,Twilight Blue,18990,4.5,29384,6,64,16.0,16,25MP,3500,Mediatek Helio P60 Octacore 2.0 GHz ,Oppo
567,OPPO A83 ,Champagne,19000,4.3,9810,4,64,14.48,13,8MP,3180,MT6763T ,Oppo
568,OPPO F9 Pro ,Sunrise Red,19990,4.5,29384,6,64,16.0,16,25MP,3500,Mediatek Helio P60 Octacore 2.0 GHz ,Oppo
569,OPPO F9 Pro ,Starry Purple,21150,4.5,29384,6,64,16.0,16,25MP,3500,Mediatek Helio P60 Octacore 2.0 GHz ,Oppo
570,OPPO F5 ,Black,21990,4.4,1719,6,64,15.24,16,20MP,3200,Mediatek MT6763T Octa Core 2.5 GHz ,Oppo
571,OPPO F17 Pro ,Magic Blue,22990,4.4,3565,8,128,16.33,48,16MP,4015,MediaTek Helio P95 ,Oppo
572,OPPO F17 Pro ,Matte Black,22990,4.4,3565,8,128,16.33,48,16MP,4015,MediaTek Helio P95 ,Oppo
573,OPPO F17 Pro ,Metallic White,22990,4.4,3565,8,128,16.33,48,16MP,4015,MediaTek Helio P95 ,Oppo
574,OPPO R17 ,Neon Purple,22998,4,1,8,128,16.26,16,,3500,,Oppo
575,OPPO R17 ,Ambient Blue,22998,4,1,8,128,16.26,16,,3500,,Oppo
576,OPPO F3 ,Black,23500,4.3,52573,4,64,13.97,13,16MP,3200,Mediatek MT6750T Octa Core 1.5GHz ,Oppo
577,OPPO F17 PRO ,Gold,23990,4.4,3565,8,128,16.33,48,16MP,4015,MediaTek Helio P95 ,Oppo
578,OPPO K3 ,Aurora Blue,23990,4.2,25,6,64,16.51,16,,3765,,Oppo
579,OPPO F5 ,Red,24990,4.4,1719,6,64,15.24,16,20MP,3200,Mediatek MT6763T Octa Core 2.5 GHz ,Oppo
580,OPPO Reno3 Pro ,Sky White,25990,4.4,2954,8,128,16.26,64,44MP,4025,MediaTek Helio P95 ,Oppo
581,OPPO Reno3 Pro ,Midnight Black,25990,4.4,2954,8,128,16.26,64,44MP,4025,MediaTek Helio P95 ,Oppo
582,OPPO Reno2 Z ,Sky White,27490,4.5,4819,8,256,16.51,48,16MP,4000,MediaTek Helio P90 ,Oppo
583,OPPO Reno2 Z ,Luminous Black,27490,4.5,4819,8,256,16.51,48,16MP,4000,MediaTek Helio P90 ,Oppo
584,OPPO F1 Plus ,Gold,27500,4,1282,4,64,13.97,13,16MP,2850,Cortex-A53 (Mediatek MT6755 Helio P10) ,Oppo
585,OPPO F11 Pro Marvel’s Avengers Limited Edition ,Space Blue,28990,,,6,128,16.51,48,,4000,,Oppo
586,OPPO Reno3 Pro ,Auroral Blue,29490,4.4,2954,8,256,16.26,64,44MP,4025,MediaTek Helio P95 ,Oppo
587,OPPO Reno3 Pro ,Midnight Black,29990,4.4,2954,8,256,16.26,64,44MP,4025,MediaTek Helio P95 ,Oppo
588,OPPO K3 ,Jade Black,29999,4.2,9,8,128,16.51,16,,3765,,Oppo
589,OPPO R17 Pro ,Emerald Green,31590,4.1,547,8,128,16.26,12,25MP,3700,SDM710 ,Oppo
590,OPPO Reno4 Pro ,Silky White,34990,4.4,1406,8,128,16.51,48,32MP,4000,Qualcomm Snapdragon 720G Octa Core ,Oppo
591,OPPO Reno4 Pro ,Silky White,34990,4.4,1406,8,128,16.51,48,32MP,4000,Qualcomm Snapdragon 720G Octa Core ,Oppo
592,OPPO Reno4 Pro ,Starry Night,34990,4.4,1406,8,128,16.51,48,32MP,4000,Qualcomm Snapdragon 720G Octa Core ,Oppo
593,OPPO Reno4 Pro ,Galactic Blue,34990,4.4,1406,8,256,16.51,48,32MP,4000,Qualcomm Snapdragon 720G Octa Core ,Oppo
594,OPPO Reno2 ,Luminous Black,38990,4.5,1379,8,256,16.51,48,16MP,4000,Qualcomm Snapdragon 730G ,Oppo
595,OPPO Reno2 ,Ocean Blue,38990,4.5,1379,8,256,16.51,48,16MP,4000,Qualcomm Snapdragon 730G ,Oppo
596,OPPO Reno 10x Zoom ,Ocean Green,41990,4.5,7884,6,128,16.76,48,16MP,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz ,Oppo
597,OPPO Reno 10x Zoom ,Jet Black,41990,4.4,1050,8,256,16.76,48,16MP,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz ,Oppo
598,OPPO Reno 10x Zoom ,Ocean Green,54990,4.4,1050,8,256,16.76,48,16MP,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz ,Oppo
599,OPPO Find X ,Bordeaux Red,60990,4.6,441,8,256,16.26,16,25MP,3730,Snapdragon 845 Octa Core 2.649 GHz ,Oppo
600,Infinix Hot 10 ,Obsidian Black,8999,4.5,6096,4,64,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
601,Infinix Hot 10 ,Ocean Wave,8999,4.5,6096,4,64,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
602,Infinix Hot 10 ,Amber Red,8999,4.5,6096,4,64,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
603,Infinix Hot 10 ,Moonlight Jade,8999,4.5,6096,4,64,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
604,Infinix Smart 4 Plus ,Midnight Black,7499,4.4,80999,3,32,17.32,13,8MP,6000,Mediatek Helio A25 ,Infinix
605,Infinix Smart 4 Plus ,Ocean Wave,7499,4.4,80999,3,32,17.32,13,8MP,6000,Mediatek Helio A25 ,Infinix
606,Infinix Smart 4 Plus ,Violet,7499,4.4,80999,3,32,17.32,13,8MP,6000,Mediatek Helio A25 ,Infinix
607,Infinix Hot 9 Pro ,Violet,9499,4.4,63020,4,64,16.76,48 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
608,Infinix Hot 9 Pro ,Ocean Wave,9499,4.4,63020,4,64,16.76,48 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
609,Infinix Hot 9 ,Violet,8999,4.4,85129,4,64,16.76,13 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
610,Infinix Hot 9 ,Ocean Wave,8999,4.4,85129,4,64,16.76,13 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
611,Infinix Hot 9 ,Quetzal Cyan,8999,4.4,85129,4,64,16.76,13 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
612,Infinix Hot 10 ,Amber Red,10999,4.4,22725,6,128,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
613,Infinix Hot 10 ,Ocean Wave,10999,4.4,22725,6,128,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
614,Infinix Hot 10 ,Moonlight Jade,10999,4.4,22725,6,128,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
615,Infinix Hot 9 Pro ,Quetzal Cyan,9499,4.4,63020,4,64,16.76,48 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
616,Infinix Smart 4 ,Quetzal Cyan,6999,4.6,147,2,32,17.32,13,8MP,6000,MediaTek Helio A22 ,Infinix
617,Infinix Smart 4 ,Ocean Wave,6999,4.6,147,2,32,17.32,13,8MP,6000,MediaTek Helio A22 ,Infinix
618,Infinix Smart 4 ,Violet,6999,4.6,147,2,32,17.32,13,8MP,6000,MediaTek Helio A22 ,Infinix
619,Infinix Note 7 ,Aether Black,10999,4.3,6722,4,64,17.65,48,16MP,5000,MediaTek Helio G70 ,Infinix
620,Infinix Note 7 ,Forest Green,10999,4.3,6722,4,64,17.65,48,16MP,5000,MediaTek Helio G70 ,Infinix
621,Infinix Note 7 ,Bolivia Blue,10999,4.3,6722,4,64,17.65,48,16MP,5000,MediaTek Helio G70 ,Infinix
622,Infinix S5 Pro ,Violet,11499,4.4,27116,4,64,16.59,48,16MP,4000,MediaTek Helio P35 (MTK6765) ,Infinix
623,Infinix Note 5 ,Milan Black,10599,4.2,35221,3,32,15.21,12,16MP,4500,Mediatek helio P23 Octa core ,Infinix
624,Infinix Note 5 ,Ice Blue,10599,4.2,35221,3,32,15.21,12,16MP,4500,Mediatek helio P23 Octa core ,Infinix
625,Infinix Smart 2 ,Sandstone Black,6399,4.1,70256,2,16,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
626,Infinix Note 5 ,Ice Blue,12699,4.2,8465,4,64,15.21,12,16MP,4500,Mediatek helio P23 Octa core ,Infinix
627,Infinix Hot S3 ,Sandstone Black,9999,4.2,52072,3,32,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
